"b_noapp_mu","b_noapp_sig","b_weekends_mu","b_weekends_sig","b_bookself_mu","b_bookself_sig","b_hospital_mu","b_hospital_sig","b_community_mu","b_community_sig","b_van_mu","b_van_sig","b_home_mu","b_home_sig","b_highrisk_mu","b_highrisk_sig","b_quesgen_mu","b_quesgen_sig","b_quesmam_mu","b_quesmam_sig","b_quesmamgen_mu","b_quesmamgen_sig","b_quesrad_mu","b_quesrad_sig","b_quesradgen_mu","b_quesradgen_sig","asc12_mu","asc12_sig","logLike"
-0.0947014227569627,0.135845091610857,0.202429703683408,-0.147399985044811,0.14438204012405,-0.213595137149395,-0.22906932324449,0.402153549352368,-0.0358988043543837,0.149883406922278,0.0417115008735452,-0.0291820243758207,0.234532825702343,0.216466762107358,0.0308608993938144,-0.0924879273059733,0.155114954873519,0.217527732086993,0.0871237982026002,-0.292287367433049,0.438225460323984,0.832154372415633,-0.155652608749657,-0.168510275709323,0.278295058632644,0.753644421018706,3.96102240914367,3.95622009968126,-7198.33431619998
-0.0939843817743927,0.164791198304801,0.204022696321286,-0.151279431932738,0.143868604743215,-0.214384948289463,-0.223315606316112,0.404551865429136,-0.0323689067190388,0.140755617907857,0.0410578646329056,-0.0309843663121528,0.232274233751332,0.202380756616742,0.0304636495925278,-0.0935790026356608,0.150896036332266,0.208655837954613,0.0891029772910693,-0.31037100788157,0.434935827954015,0.842575520379255,-0.159244025713035,-0.164848374645384,0.285178421567448,0.7660390973677,3.89696249099768,3.98852274307866,-7197.56485745107
-0.0960730067283603,0.168700201728581,0.203857359692355,-0.152230817108517,0.143632897890954,-0.214712606283457,-0.225695433163819,0.400228670716908,-0.0309233350481995,0.128454043602053,0.0408403282506614,-0.0316435017658695,0.233650393298007,0.19509963735081,0.0299873455392243,-0.0943703239881202,0.152524687039168,0.219431515079096,0.0910635465883574,-0.299669290310612,0.434361605567276,0.832036735265507,-0.157804319444841,-0.183559301107906,0.280610221803227,0.767901655112534,3.88885474167967,3.99386550997242,-7197.3959342285
-0.0961560441489801,0.176580632548593,0.203828770955064,-0.151664901748639,0.143793630608269,-0.214658388810628,-0.224106143446466,0.400469875523996,-0.0291147055145902,0.121670306751873,0.0409458416018506,-0.0371805108493026,0.228806384170232,0.193679067405362,0.0299464100078679,-0.0947043056260224,0.152706506318225,0.218093448699712,0.090329428335396,-0.298174688306065,0.432466973913616,0.832157285962674,-0.158068460895574,-0.181367650471335,0.281902456667501,0.768639282665049,3.86719961945973,3.99138577329364,-7197.34490300658
-0.096963146166297,0.186070176769553,0.203712216705975,-0.152235090651515,0.143687173414751,-0.215272343544233,-0.224193842190629,0.400198255667256,-0.0270303613026029,0.109708818400237,0.0417956590029078,-0.0389903912686274,0.226030261675529,0.188420196471605,0.0297757947453869,-0.0953187062163375,0.153718465646711,0.221456622254038,0.0900182400118646,-0.2921958371834,0.431086702907231,0.828631887026572,-0.15796111790229,-0.188400533063524,0.281206418051924,0.768169335161051,3.85044764703637,3.98883197434596,-7197.31652579392
-0.0972619975855253,0.188414520026364,0.203730635900927,-0.151575026221722,0.143737671998003,-0.21538984182722,-0.224004539949184,0.400789071284199,-0.0268461216318803,0.105965118077523,0.0418815460452182,-0.0396179867914051,0.225206948581277,0.188526104172145,0.0297898303262029,-0.0953582698317727,0.153846123732669,0.221914070430527,0.0900671159511192,-0.291398833589465,0.430850067382778,0.827998865536205,-0.157909852053747,-0.189029495845064,0.28118387335457,0.767613183675989,3.85079374108901,3.98790096885793,-7197.31455623944
-0.097374717436682,0.191656148470487,0.203756761236966,-0.151459474720235,0.143788495282538,-0.215581391322146,-0.22395192322212,0.401898134017304,-0.0267252308437446,0.100914083016471,0.0420210840758929,-0.0400136110935199,0.224862824618643,0.187699700984359,0.0298115521386985,-0.0953787395991652,0.153926787085475,0.222116398858671,0.08985216551471,-0.290697030186933,0.430829991472065,0.827704171667526,-0.157952123838799,-0.189742121642067,0.281301415209028,0.766797384695947,3.8523351966838,3.98692194826283,-7197.31320678765
-0.0973228855649438,0.192303614091077,0.203778595700217,-0.15154960447453,0.143800800601061,-0.215660096436217,-0.223966362079834,0.402372092922053,-0.0267289023213205,0.0992664947087312,0.0420754328308379,-0.0398253015338698,0.224912933453737,0.187257420073862,0.0298224734128123,-0.0953481814855596,0.153877934052317,0.222050957040712,0.0897469611607434,-0.290771665928975,0.431019573459611,0.827851510735578,-0.157980583242433,-0.189879165272941,0.281428163358068,0.76668846834496,3.85357459562994,3.98717817674039,-7197.31294221657
-0.0972293795379522,0.192407051117032,0.203793845827204,-0.151776154499249,0.143803631045488,-0.215703594927805,-0.224017769128541,0.40272903573939,-0.0267597084250742,0.0979109823750364,0.0420994819313306,-0.0396168911930746,0.225092783626711,0.186719063396989,0.0298254264514053,-0.0953122935710338,0.153816341804866,0.22196208225995,0.0896466342113375,-0.290953235699383,0.431204351957264,0.828016560577216,-0.157999715985012,-0.189878162611076,0.281544999988189,0.766713728732968,3.85461913852246,3.98774532282712,-7197.31281304124
-0.0971882336605562,0.192178916463798,0.203792673704237,-0.151897026691861,0.143800943528902,-0.215710810591059,-0.224040471196442,0.402860610696747,-0.0267529579500144,0.0972760284299868,0.0421028570314899,-0.0394837052493811,0.225153450379621,0.186444736227985,0.0298248690480357,-0.0952939983056402,0.153788037269604,0.221910716249218,0.0896170261949514,-0.291075637271135,0.431290258136439,0.828089554160637,-0.157991027912785,-0.189869601272062,0.281605652334291,0.766805168803805,3.85485788392457,3.98811845899496,-7197.31277223301
-0.0971668078518669,0.191863665939482,0.203786749981206,-0.15199765267524,0.143794705008384,-0.215705227551526,-0.224054593971039,0.402930189065643,-0.0267369889315289,0.0967555987962286,0.0420980372020741,-0.0394026155471331,0.2251766192219,0.18624857014809,0.0298225606196816,-0.0952833210659084,0.153777493582613,0.221884995816497,0.0896054010486938,-0.291166716870454,0.431326778462445,0.828109899026559,-0.157974337596688,-0.189847943749025,0.281639298613063,0.766895842237212,3.85483438203263,3.98840541852944,-7197.31275108204
-0.0971717274589626,0.191687870497076,0.203780338877472,-0.152020949230384,0.143791126128432,-0.215696815287109,-0.224052598500065,0.402937769524546,-0.0267180862837346,0.0965568666395862,0.0420927927006031,-0.0393860032122457,0.2251527654265,0.186205583209662,0.029821428908196,-0.0952827835930237,0.153783088043652,0.22188345710131,0.0896113192013444,-0.291188020761153,0.431319881450518,0.828094701570664,-0.157960082669993,-0.189848496785531,0.281644251745489,0.766933529452215,3.85466007596985,3.9884635744427,-7197.31274480153
-0.0971827398885529,0.191609199734323,0.203776162712448,-0.152018917924064,0.143788783869614,-0.215690007303282,-0.224046926236434,0.402927324799947,-0.0267057197791873,0.0964928816234978,0.0420887165733232,-0.0393972013106716,0.225124577260068,0.186221415963463,0.0298208854745382,-0.0952856188369302,0.153792728123355,0.22189204376724,0.0896191585782598,-0.291181686089891,0.431299738657412,0.828070970581367,-0.157951726985938,-0.189851392686174,0.281636985184163,0.766940045838701,3.85450142664218,3.98843416009316,-7197.31274280274
-0.0971892349532275,0.191608720729785,0.203774940917804,-0.15200891669531,0.143788567588105,-0.215687811151046,-0.224043126625871,0.402919793621405,-0.0267016710987265,0.0965041336234777,0.0420875698982729,-0.0394075380980148,0.22511062841422,0.186244809205632,0.0298210166305976,-0.0952876727648708,0.153797624680441,0.221897041566837,0.0896229865635999,-0.291171156247537,0.431289120356986,0.828061098737723,-0.157949634352221,-0.189856711424634,0.281631726811059,0.766933370943801,3.85444037974251,3.98839286070047,-7197.31274248807
